ElectricLoad_annual_calculated_kwh,ElectricStorage_initial_capital_cost,ElectricStorage_size_kw,ElectricStorage_size_kwh,ElectricTariff_lifecycle_coincident_peak_cost,ElectricTariff_lifecycle_demand_cost,ElectricTariff_lifecycle_energy_cost,ElectricTariff_lifecycle_export_benefit,ElectricTariff_lifecycle_fixed_cost,ElectricTariff_lifecycle_min_charge_adder,ElectricTariff_year_one_bill,ElectricTariff_year_one_coincident_peak_cost,ElectricTariff_year_one_demand_cost,ElectricTariff_year_one_energy_cost,ElectricTariff_year_one_export_benefit,ElectricTariff_year_one_fixed_cost,ElectricTariff_year_one_min_charge_adder,ElectricUtility_year_one_energy_supplied_kwh,Financial_developer_om_and_replacement_present_cost_after_tax,Financial_initial_capital_costs,Financial_initial_capital_costs_after_incentives,Financial_lcc,Financial_lifecycle_capital_costs,Financial_lifecycle_capital_costs_plus_om,Financial_lifecycle_fuel_costs_after_tax,Financial_lifecycle_om_costs_after_tax,Financial_lifecycle_om_costs_before_tax,Financial_om_and_replacement_present_cost_after_tax,Financial_replacement_costs,Financial_year_one_om_costs_after_tax,Financial_year_one_om_costs_before_tax,Generator_average_annual_energy_produced_kwh,Generator_fuel_used_gal,Generator_lifecycle_fixed_om_cost,Generator_lifecycle_fuel_cost,Generator_lifecycle_variable_om_cost,Generator_size_kw,Generator_year_one_energy_produced_kwh,Generator_year_one_fixed_om_cost,Generator_year_one_fuel_cost,Generator_year_one_variable_om_cost,Outages_Generator_mg_kw,Outages_Generator_upgraded,Outages_PV_upgraded,Outages_PVmg_kw,Outages_expected_outage_cost,Outages_mg_Generator_upgrade_cost,Outages_mg_PV_upgrade_cost,Outages_mg_storage_upgrade_cost,Outages_storage_upgraded,PV_average_annual_energy_exported_kwh,PV_average_annual_energy_produced_kwh,PV_lcoe_per_kwh,PV_lifecycle_om_cost,PV_size_kw,PV_year_one_energy_produced_kwh,Uncertainty_ElectricLoad_critical_load_pct,Uncertainty_ElectricUtility_outage_start_timesteps,Uncertainty_Financial_elec_cost_escalation_pct,Uncertainty_Financial_value_of_lost_load_per_kwh,solver_seconds,status
3.505851818e7,3.603758519e7,7420.81,78057.88,0.0,2.72734643e6,5.72778601e6,-0.0,0.0,0.0,836180.5,0.0,269724.21,566456.29,-0.0,0.0,0.0,7.47303815e6,1.32207426e7,6.649475548e7,3.5889938e7,7.133680707e7,4.462737092e7,4.91106806e7,0.0,4.48330968e6,6.05852659e6,1.32207426e7,2.043789014e7,259289.64,350391.4,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000002,1.0,20371.3882,0.0,61167.0,5.25114843e6,8.45669860407318e6,1.0,0.0,3.148332933e7,0.0494,4.431134e6,20371.3882,3.2979408e7,0.6982996017003983,2452,0.0031199868800131196,1001.5990984009017,48.003,optimal
3.505851818e7,3.631352104e7,8901.08,75812.33,0.0,2.53528155e6,3.61316043e6,-0.0,0.0,0.0,539777.28,0.0,222574.66,317202.62,-0.0,0.0,0.0,4.18473118e6,1.433653945e7,7.44449782e7,4.018085054e7,7.574427383e7,4.898553037e7,5.451738999e7,0.0,5.53185962e6,7.47548597e6,1.433653945e7,2.059518862e7,319931.92,432340.43,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,25191.9194,0.0,61167.0,6.49374047e6,8.5215544006022e6,1.0,0.0,3.882795101e7,0.05,5.479684e6,25191.9194,4.0783405e7,0.40849989150010846,1989,0.017319972680027322,1339.6987603012399,50.93,optimal
3.505851818e7,4.474122922e7,7939.86,99453.19,0.0,1.83738916e6,3.27412396e6,-0.0,0.0,0.0,477370.78,0.0,171596.13,305774.65,-0.0,0.0,0.0,4.03396629e6,1.655419048e7,8.415334913e7,4.542097125e7,8.434995443e7,5.626832274e7,6.197516173e7,0.0,5.70683899e6,7.71194458e6,1.655419048e7,2.537323949e7,330051.75,446015.88,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000002,1.0,25996.3575,0.0,61167.0,6.70110109e6,1.0499031482968574e7,1.0,0.0,4.012397239e7,0.0501,5.654663e6,25996.3575,4.2085717e7,0.9992993007006992,1660,0.008599981400018603,3725.996374003626,50.178,optimal
3.505851818e7,3.631352104e7,8901.08,75812.33,0.0,2.53528155e6,3.61316043e6,-0.0,0.0,0.0,539777.28,0.0,222574.66,317202.62,-0.0,0.0,0.0,4.18473118e6,1.433653945e7,7.44449782e7,4.018085054e7,7.574427383e7,4.898553037e7,5.451738999e7,0.0,5.53185962e6,7.47548597e6,1.433653945e7,2.059518862e7,319931.92,432340.43,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,25191.9194,0.0,61167.0,6.49374047e6,8.5215544006022e6,1.0,0.0,3.882795101e7,0.05,5.479684e6,25191.9194,4.0783405e7,0.8914994085005914,3530,0.014399975600024399,1819.89828010172,50.864,optimal
3.505851818e7,1.312637807e7,3444.93,26949.89,0.0,5.64552543e6,1.634258309e7,-0.0,0.0,0.0,1.8702916500000001e6,0.0,480204.06,1.39008759e6,-0.0,0.0,0.0,1.83388864e7,5.70342767e6,2.921940176e7,1.577080648e7,4.953118177e7,1.895352113e7,2.147423415e7,0.0,2.52071302e6,3.40636894e6,5.70342767e6,7.44474642e6,145783.99,197005.39,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000007,1.0,11348.6817,0.0,61167.0,2.92535841e6,3.0803336875208947e6,1.0,0.0,1.747914035e7,0.0469,2.468537e6,11348.6817,1.8372474e7,0.9992993007006992,1660,0.008599981400018603,3725.996374003626,36.157,optimal
3.505851818e7,3.631352104e7,8901.08,75812.33,0.0,2.53528155e6,3.61316043e6,-0.0,0.0,0.0,539777.28,0.0,222574.66,317202.62,-0.0,0.0,0.0,4.18473118e6,1.433653945e7,7.44449782e7,4.018085054e7,7.574427383e7,4.898553037e7,5.451738999e7,0.0,5.53185962e6,7.47548597e6,1.433653945e7,2.059518862e7,319931.92,432340.43,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,25191.9194,0.0,61167.0,6.49374047e6,8.5215544006022e6,1.0,0.0,3.882795101e7,0.05,5.479684e6,25191.9194,4.0783405e7,0.9992993007006992,1660,0.008599981400018603,3725.996374003626,50.978,optimal
3.505851818e7,3.631352104e7,8901.08,75812.33,0.0,2.53528155e6,3.61316043e6,-0.0,0.0,0.0,539777.28,0.0,222574.66,317202.62,-0.0,0.0,0.0,4.18473118e6,1.433653945e7,7.44449782e7,4.018085054e7,7.574427383e7,4.898553037e7,5.451738999e7,0.0,5.53185962e6,7.47548597e6,1.433653945e7,2.059518862e7,319931.92,432340.43,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,25191.9194,0.0,61167.0,6.49374047e6,8.5215544006022e6,1.0,0.0,3.882795101e7,0.05,5.479684e6,25191.9194,4.0783405e7,0.9992993007006992,1660,0.008599981400018603,3725.996374003626,50.992,optimal
3.505851818e7,2.5053929169999998e7,5477.63,53630.84,0.0,3.83370145e6,9.71250552e6,-0.0,0.0,0.0,1.2844211e6,0.0,363503.01,920918.09,-0.0,0.0,0.0,1.214931513e7,9.72539488e6,4.941879942e7,2.66732831e7,6.015199835e7,3.274776882e7,3.639867798e7,0.0,3.65090916e6,4.93366103e6,9.72539488e6,1.420894134e7,211148.23,285335.45,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,16544.5675,0.0,61167.0,4.2647059e6,5.879260505113561e6,1.0,0.0,2.554447572e7,0.0487,3.598733e6,16544.5675,2.6784136e7,0.5302997697002303,5375,-0.0062000037999962,3941.596158403842,52.833,optimal
3.505851818e7,1.9669884080000002e7,5987.8,38735.41,0.0,5.46475573e6,1.342080713e7,-0.0,0.0,0.0,1.40472197e6,0.0,406472.53,998249.44,-0.0,0.0,0.0,1.316951774e7,8.25509979e6,4.282487235e7,2.311420474e7,5.900276132e7,2.788370389e7,3.136930453e7,0.0,3.48560064e6,4.71027113e6,8.25509979e6,1.115642324e7,201587.71,272415.82,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,15784.5895,0.0,61167.0,4.06880578e6,4.615941139222309e6,1.0,0.0,2.42392947e7,0.0485,3.433425e6,15784.5895,2.5553801e7,0.5330997669002331,6411,0.029399960600039396,1030.999069000931,20.52,optimal
3.505851818e7,2.5053929169999998e7,5477.63,53630.84,0.0,3.83370145e6,9.71250552e6,-0.0,0.0,0.0,1.2844211e6,0.0,363503.01,920918.09,-0.0,0.0,0.0,1.214931513e7,9.72539488e6,4.941879942e7,2.66732831e7,6.015199835e7,3.274776882e7,3.639867798e7,0.0,3.65090916e6,4.93366103e6,9.72539488e6,1.420894134e7,211148.23,285335.45,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,16544.5675,0.0,61167.0,4.2647059e6,5.879260505113561e6,1.0,0.0,2.554447572e7,0.0487,3.598733e6,16544.5675,2.6784136e7,0.49459980540019455,2873,0.0071599828400171605,2824.397275602724,52.673,optimal
3.505851818e7,2.0357771990000002e7,5907.49,40668.73,0.0,3.63964914e6,8.74698886e6,-0.0,0.0,0.0,1.34685279e6,0.0,395754.81,951097.98,-0.0,0.0,0.0,1.254746676e7,8.54287823e6,4.439873171e7,2.396367494e7,5.39459441e7,2.88999006e7,3.250655317e7,0.0,3.60665257e6,4.87385483e6,8.54287823e6,1.154641627e7,208588.68,281876.59,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,16341.1053,0.0,61167.0,4.21225929e6,4.777346644053295e6,1.0,0.0,2.53100217e7,0.0486,3.554477e6,16341.1053,2.6454749e7,0.5330997669002331,6411,0.029399960600039396,1030.999069000931,40.149,optimal
3.505851818e7,2.5053929169999998e7,5477.63,53630.84,0.0,3.83370145e6,9.71250552e6,-0.0,0.0,0.0,1.2844211e6,0.0,363503.01,920918.09,-0.0,0.0,0.0,1.214931513e7,9.72539488e6,4.941879942e7,2.66732831e7,6.015199835e7,3.274776882e7,3.639867798e7,0.0,3.65090916e6,4.93366103e6,9.72539488e6,1.420894134e7,211148.23,285335.45,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,16544.5675,0.0,61167.0,4.2647059e6,5.879260505113561e6,1.0,0.0,2.554447572e7,0.0487,3.598733e6,16544.5675,2.6784136e7,0.5302997697002303,5375,-0.0062000037999962,3941.596158403842,52.813,optimal
3.505851818e7,2.5053929169999998e7,5477.63,53630.84,0.0,3.83370145e6,9.71250552e6,-0.0,0.0,0.0,1.2844211e6,0.0,363503.01,920918.09,-0.0,0.0,0.0,1.214931513e7,9.72539488e6,4.941879942e7,2.66732831e7,6.015199835e7,3.274776882e7,3.639867798e7,0.0,3.65090916e6,4.93366103e6,9.72539488e6,1.420894134e7,211148.23,285335.45,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,16544.5675,0.0,61167.0,4.2647059e6,5.879260505113561e6,1.0,0.0,2.554447572e7,0.0487,3.598733e6,16544.5675,2.6784136e7,0.5302997697002303,5375,-0.0062000037999962,3941.596158403842,52.704,optimal
3.505851818e7,1.956808446e7,5526.14,39395.17,0.0,4.31355112e6,1.09093611e7,-0.0,0.0,0.0,1.45251485e6,0.0,411583.34,1.04093151e6,-0.0,0.0,0.0,1.373260566e7,8.04895642e6,4.139574726e7,2.234287215e7,5.412379818e7,2.708758216e7,3.039182856e7,0.0,3.3042464e6,4.46519784e6,8.04895642e6,1.10984385e7,191099.19,258242.15,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,14950.844,0.0,61167.0,3.85389058e6,4.5920198271718295e6,1.0,0.0,2.308711703e7,0.0483,3.25207e6,14950.844,2.4204044e7,0.9950993049006951,835,-0.00412000587999412,1442.5986574013425,52.233,optimal
3.505851818e7,1.8445314169999998e7,5276.99,36999.09,0.0,4.61069444e6,1.193662444e7,-0.0,0.0,0.0,1.52136334e6,0.0,423908.04,1.0974553e6,-0.0,0.0,0.0,1.447830209e7,7.63978853e6,3.9270692e7,2.119589401e7,5.346629803e7,2.566837951e7,2.883568254e7,0.0,3.16730303e6,4.28013923e6,7.63978853e6,1.046167315e7,183179.15,247539.39,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,0.9999999999999981,1.0,14321.27,0.0,61167.0,3.69160479e6,4.3285448182777e6,1.0,0.0,2.209624578e7,0.0481,3.115127e6,14321.27,2.3184822e7,0.5127997872002128,6327,0.010079979920020082,3539.79656020344,80.089,optimal
3.505851818e7,1.956808446e7,5526.14,39395.17,0.0,4.31355112e6,1.09093611e7,-0.0,0.0,0.0,1.45251485e6,0.0,411583.34,1.04093151e6,-0.0,0.0,0.0,1.373260566e7,8.04895642e6,4.139574726e7,2.234287215e7,5.412379818e7,2.708758216e7,3.039182856e7,0.0,3.3042464e6,4.46519784e6,8.04895642e6,1.10984385e7,191099.19,258242.15,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,14950.844,0.0,61167.0,3.85389058e6,4.5920198271718295e6,1.0,0.0,2.308711703e7,0.0483,3.25207e6,14950.844,2.4204044e7,0.5162997837002163,1610,0.0065599834400165615,3255.596844403156,52.189,optimal
3.505851818e7,5.2901071120000005e7,10000.0,116368.74,0.0,124760.28,158477.64,-0.0,0.0,0.0,30161.120000000003,0.0,13285.33,16875.79,-0.0,0.0,0.0,222635.72,2.860188983e7,1.6600936531e8,8.960068435e7,1.4959654753e8,1.0242650895e8,1.1820257417e8,0.0,1.577606522e7,2.131900706e7,2.860188983e7,3.000112235e7,912399.66,1.23297251e6,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,72287.924,0.0,61167.0,1.863371383e7,1.2413874612840327e7,1.0,0.0,1.1190937162e8,0.0517,1.5723889e7,72287.924,1.17027513e8,0.5127997872002128,6327,0.010079979920020082,3539.79656020344,37.9,optimal
3.505851818e7,1.956808446e7,5526.14,39395.17,0.0,4.31355112e6,1.09093611e7,-0.0,0.0,0.0,1.45251485e6,0.0,411583.34,1.04093151e6,-0.0,0.0,0.0,1.373260566e7,8.04895642e6,4.139574726e7,2.234287215e7,5.412379818e7,2.708758216e7,3.039182856e7,0.0,3.3042464e6,4.46519784e6,8.04895642e6,1.10984385e7,191099.19,258242.15,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,14950.844,0.0,61167.0,3.85389058e6,4.5920198271718295e6,1.0,0.0,2.308711703e7,0.0483,3.25207e6,14950.844,2.4204044e7,0.9950993049006951,835,-0.00412000587999412,1442.5986574013425,52.233,optimal
3.505851818e7,1.956808446e7,5526.14,39395.17,0.0,4.31355112e6,1.09093611e7,-0.0,0.0,0.0,1.45251485e6,0.0,411583.34,1.04093151e6,-0.0,0.0,0.0,1.373260566e7,8.04895642e6,4.139574726e7,2.234287215e7,5.412379818e7,2.708758216e7,3.039182856e7,0.0,3.3042464e6,4.46519784e6,8.04895642e6,1.10984385e7,191099.19,258242.15,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,14950.844,0.0,61167.0,3.85389058e6,4.5920198271718295e6,1.0,0.0,2.308711703e7,0.0483,3.25207e6,14950.844,2.4204044e7,0.9950993049006951,835,-0.00412000587999412,1442.5986574013425,52.329,optimal
3.505851818e7,1.7487460310000002e7,4347.93,36386.12,0.0,5.49703179e6,1.383932665e7,-0.0,0.0,0.0,1.46581472e6,0.0,416708.77,1.04910595e6,-0.0,0.0,0.0,1.384044787e7,7.78388235e6,4.106846317e7,2.21661539e7,5.759104601e7,2.640622856e7,2.995003625e7,0.0,3.54380769e6,4.78892931e6,7.78388235e6,9.91803666e6,204954.08,276964.97,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,16052.1865,0.0,61167.0,4.13778449e6,4.10371983670168e6,1.0,0.0,2.466045948e7,0.0486,3.491632e6,16052.1865,2.5987017e7,0.8998994001005998,6630,0.0113999786000214,702.6993973006028,33.8,optimal
3.505851818e7,3.472208231e7,8080.93,73348.87,0.0,2.2385552e6,3.34239623e6,-0.0,0.0,0.0,564594.59,0.0,226462.49,338132.1,-0.0,0.0,0.0,4.46084563e6,1.409751607e7,7.392902961e7,3.990232399e7,7.445988447e7,4.832103409e7,5.399984006e7,0.0,5.67880596e6,7.67406211e6,1.409751607e7,1.969235973e7,328430.48,443824.97,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000002,1.0,25867.4804,0.0,61167.0,6.66788034e6,8.1480656385063585e6,1.0,0.0,3.999822302e7,0.0501,5.62663e6,25867.4804,4.1877076e7,0.8648994351005648,5661,0.000919989080010921,1202.4988975011024,38.212,optimal
3.505851818e7,1.7487460310000002e7,4347.93,36386.12,0.0,5.49703179e6,1.383932665e7,-0.0,0.0,0.0,1.46581472e6,0.0,416708.77,1.04910595e6,-0.0,0.0,0.0,1.384044787e7,7.78388235e6,4.106846317e7,2.21661539e7,5.759104601e7,2.640622856e7,2.995003625e7,0.0,3.54380769e6,4.78892931e6,7.78388235e6,9.91803666e6,204954.08,276964.97,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,16052.1865,0.0,61167.0,4.13778449e6,4.10371983670168e6,1.0,0.0,2.466045948e7,0.0486,3.491632e6,16052.1865,2.5987017e7,0.5008997991002009,1694,0.027719962280037716,3162.4969375030623,33.793,optimal
3.505851818e7,9.714256160000001e7,10000.0,230393.2,0.0,201138.51,752316.79,-0.0,0.0,0.0,86438.96,0.0,18234.94,68204.02,-0.0,0.0,0.0,899789.15,3.101945821e7,1.4945437502e8,8.066722767e7,1.4428812636e8,1.0421734137e8,1.1168668589e8,0.0,7.46934452e6,1.009370881e7,3.101945821e7,5.508650431e7,431985.24,583763.84,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,0.9999999999999997,1.0,34099.1789,0.0,61167.0,8.78977161e6,2.279506655398873e7,1.0,0.0,5.259475861e7,0.0507,7.417168e6,34099.1789,5.5203441e7,0.8648994351005648,5661,0.000919989080010921,1202.4988975011024,49.732,optimal
3.505851818e7,1.7487460310000002e7,4347.93,36386.12,0.0,5.49703179e6,1.383932665e7,-0.0,0.0,0.0,1.46581472e6,0.0,416708.77,1.04910595e6,-0.0,0.0,0.0,1.384044787e7,7.78388235e6,4.106846317e7,2.21661539e7,5.759104601e7,2.640622856e7,2.995003625e7,0.0,3.54380769e6,4.78892931e6,7.78388235e6,9.91803666e6,204954.08,276964.97,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,16052.1865,0.0,61167.0,4.13778449e6,4.10371983670168e6,1.0,0.0,2.466045948e7,0.0486,3.491632e6,16052.1865,2.5987017e7,0.5008997991002009,1694,0.027719962280037716,3162.4969375030623,33.667,optimal
3.505851818e7,1.7487460310000002e7,4347.93,36386.12,0.0,5.49703179e6,1.383932665e7,-0.0,0.0,0.0,1.46581472e6,0.0,416708.77,1.04910595e6,-0.0,0.0,0.0,1.384044787e7,7.78388235e6,4.106846317e7,2.21661539e7,5.759104601e7,2.640622856e7,2.995003625e7,0.0,3.54380769e6,4.78892931e6,7.78388235e6,9.91803666e6,204954.08,276964.97,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,16052.1865,0.0,61167.0,4.13778449e6,4.10371983670168e6,1.0,0.0,2.466045948e7,0.0486,3.491632e6,16052.1865,2.5987017e7,0.5008997991002009,1694,0.027719962280037716,3162.4969375030623,33.715,optimal
3.505851818e7,1.784350486e7,4879.26,36242.47,0.0,3.79169774e6,9.86464082e6,-0.0,0.0,0.0,1.53899045e6,0.0,427302.43,1.11168802e6,-0.0,0.0,0.0,1.46660689e7,7.47331374e6,3.851885913e7,2.079009197e7,4.98375073e7,2.511660092e7,2.826340571e7,0.0,3.14680479e6,4.2524389e6,7.47331374e6,1.012021671e7,181993.64,245937.36,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,14227.0328,0.0,61167.0,3.66731319e6,4.1873028367558634e6,1.0,0.0,2.205395716e7,0.048,3.094629e6,14227.0328,2.303226e7,0.5477997522002478,3833,-0.0098000001999998,398.8997011002989,48.963,optimal
3.505851818e7,3.1812671509999998e7,9059.25,63896.27,0.0,2.11304113e6,2.99323748e6,-0.0,0.0,0.0,549912.3,0.0,227560.5,322351.8,-0.0,0.0,0.0,4.25266226e6,1.399042553e7,7.539579001e7,4.069385887e7,7.469561237e7,4.840755537e7,5.46842844e7,0.0,6.27672902e6,8.48206625e6,1.399042553e7,1.804324944e7,363011.01,490555.42,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,0.9999999999999988,1.0,28616.3307,0.0,61167.0,7.37645359e6,7.465448773946378e6,1.0,0.0,4.431269193e7,0.0503,6.224553e6,28616.3307,4.6327213e7,0.5876997123002876,4592,0.01475997524002476,413.5996864003136,44.664,optimal
3.505851818e7,1.784350486e7,4879.26,36242.47,0.0,3.79169774e6,9.86464082e6,-0.0,0.0,0.0,1.53899045e6,0.0,427302.43,1.11168802e6,-0.0,0.0,0.0,1.46660689e7,7.47331374e6,3.851885913e7,2.079009197e7,4.98375073e7,2.511660092e7,2.826340571e7,0.0,3.14680479e6,4.2524389e6,7.47331374e6,1.012021671e7,181993.64,245937.36,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,14227.0328,0.0,61167.0,3.66731319e6,4.1873028367558634e6,1.0,0.0,2.205395716e7,0.048,3.094629e6,14227.0328,2.303226e7,0.7486995513004486,5004,-0.00524000475999524,4710.895389104611,49.607,optimal
3.505851818e7,2.1719668009999998e7,5693.59,44606.02,0.0,4.31858235e6,1.010948854e7,-0.0,0.0,0.0,1.26174832e6,0.0,377664.07,884084.25,-0.0,0.0,0.0,1.16633806e7,9.11076218e6,4.750113069e7,2.563815483e7,5.883110761e7,3.090445652e7,3.474891701e7,0.0,3.84446049e6,5.19521687e6,9.11076218e6,1.231850319e7,222342.16,300462.38,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,17434.387,0.0,61167.0,4.49407536e6,5.096897350621266e6,1.0,0.0,2.686902361e7,0.0489,3.792284e6,17434.387,2.8224672e7,0.5876997123002876,4592,0.01475997524002476,413.5996864003136,87.818,optimal
3.505851818e7,1.784350486e7,4879.26,36242.47,0.0,3.79169774e6,9.86464082e6,-0.0,0.0,0.0,1.53899045e6,0.0,427302.43,1.11168802e6,-0.0,0.0,0.0,1.46660689e7,7.47331374e6,3.851885913e7,2.079009197e7,4.98375073e7,2.511660092e7,2.826340571e7,0.0,3.14680479e6,4.2524389e6,7.47331374e6,1.012021671e7,181993.64,245937.36,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,14227.0328,0.0,61167.0,3.66731319e6,4.1873028367558634e6,1.0,0.0,2.205395716e7,0.048,3.094629e6,14227.0328,2.303226e7,0.7486995513004486,5004,-0.00524000475999524,4710.895389104611,49.058,optimal
3.505851818e7,1.784350486e7,4879.26,36242.47,0.0,3.79169774e6,9.86464082e6,-0.0,0.0,0.0,1.53899045e6,0.0,427302.43,1.11168802e6,-0.0,0.0,0.0,1.46660689e7,7.47331374e6,3.851885913e7,2.079009197e7,4.98375073e7,2.511660092e7,2.826340571e7,0.0,3.14680479e6,4.2524389e6,7.47331374e6,1.012021671e7,181993.64,245937.36,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,14227.0328,0.0,61167.0,3.66731319e6,4.1873028367558634e6,1.0,0.0,2.205395716e7,0.048,3.094629e6,14227.0328,2.303226e7,0.5876997123002876,4592,0.01475997524002476,413.5996864003136,49.613,optimal
3.505851818e7,5.381118607e7,7975.77,122757.64,0.0,1.61167813e6,3.97372315e6,-0.0,0.0,0.0,628448.79,0.0,181340.09,447108.7,-0.0,0.0,0.0,5.8985316e6,1.783002526e7,8.646964965e7,4.667145949e7,8.838489152e7,5.971740911e7,6.450148475e7,0.0,4.78407564e6,6.46496709e6,1.783002526e7,3.051602082e7,276684.26,373897.65,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,21754.1089,0.0,61167.0,5.60757341e6,1.2627285074802537e7,1.0,0.0,3.372076594e7,0.0496,4.7319e6,21754.1089,3.5217906e7,0.6135996864003136,6891,-0.00964000035999964,4965.695134304866,38.077,optimal
3.505851818e7,1.4976051530000001e7,4605.19,29399.56,0.0,4.74099557e6,1.307647017e7,-0.0,0.0,0.0,1.73450403e6,0.0,461528.93,1.2729751e6,-0.0,0.0,0.0,1.67938667e7,6.38569407e6,3.277891536e7,1.769201855e7,4.867497544e7,2.132338111e7,2.407771262e7,0.0,2.75433151e6,3.7220696e6,6.38569407e6,8.494187e6,159295.18,215263.75,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,0.9999999999999999,1.0,12422.7032,0.0,61167.0,3.20220977e6,3.51444032201736e6,1.0,0.0,1.919195248e7,0.0474,2.702155e6,12422.7032,2.0111216e7,0.8137994862005138,7885,0.006399983600016401,1863.998236001764,29.237,optimal
3.505851818e7,5.381118607e7,7975.77,122757.64,0.0,1.61167813e6,3.97372315e6,-0.0,0.0,0.0,628448.79,0.0,181340.09,447108.7,-0.0,0.0,0.0,5.8985316e6,1.783002526e7,8.646964965e7,4.667145949e7,8.838489152e7,5.971740911e7,6.450148475e7,0.0,4.78407564e6,6.46496709e6,1.783002526e7,3.051602082e7,276684.26,373897.65,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,21754.1089,0.0,61167.0,5.60757341e6,1.2627285074802537e7,1.0,0.0,3.372076594e7,0.0496,4.7319e6,21754.1089,3.5217906e7,0.4196998803001197,6344,0.004639985360014641,3804.3962956037044,38.094,optimal
3.505851818e7,5.6023920160000004e7,10000.0,124417.32,0.0,465819.42,520918.25,-0.0,0.0,0.0,94308.8,0.0,44521.33,49787.47,-0.0,0.0,0.0,656826.81,2.388578974e7,1.2907493912e8,6.966651168e7,1.1989661971e8,8.324932621e7,9.355230142e7,0.0,1.030297521e7,1.392293947e7,2.388578974e7,3.177181143e7,595866.64,805225.19,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,47126.3173,0.0,61167.0,1.21477871e7,1.3146646520004096e7,1.0,0.0,7.277529217e7,0.0512,1.0250799e7,47126.3173,7.6293182e7,0.8137994862005138,7885,0.006399983600016401,1863.998236001764,72.382,optimal
